Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
31416,1,4,2,0,0,0,21.71,9,20,5,38,30,28
31476,2,4,3,0,1,0,21.59,4,24,10,38,30,28
31627,2,3,1,0,1,0,21.27,8,11,13,38,30,28
31671,2,4,2,0,1,0,21.40,5,16,12,38,30,28
31821,3,6,3,0,0,0,21.65,15,36,15,38,30,28
31881,3,7,1,0,0,0,21.59,11,15,11,38,30,28
32031,1,5,2,0,0,0,21.46,4,16,14,38,30,28
32076,2,6,4,0,1,0,21.46,8,33,12,38,30,28
32226,2,3,2,0,1,0,21.65,9,6,9,38,30,28
32286,2,6,2,0,1,0,21.34,3,24,7,38,30,28
32436,2,5,3,0,0,0,21.59,5,11,12,42,40,28
32481,1,3,1,0,0,0,21.59,6,9,11,42,40,28
32601,2,3,2,0,0,0,21.78,10,7,17,42,40,28
32826,2,3,3,0,0,0,21.71,6,17,9,42,40,28
32886,3,2,2,0,1,0,21.65,10,19,12,42,40,28
33006,3,6,4,0,1,0,21.40,10,22,34,42,40,28
33081,4,3,4,0,0,0,21.65,6,20,8,42,40,28
33201,4,7,4,0,0,0,21.65,12,16,24,42,40,28
33291,1,5,3,0,0,0,21.59,2,11,7,42,40,28
33411,3,4,5,0,0,0,21.40,6,19,24,43,36,27
33486,3,7,2,0,0,0,21.40,17,15,8,43,36,27
33606,1,8,6,0,0,0,21.65,3,22,19,43,36,27
33696,2,10,4,0,0,0,21.65,11,35,10,43,36,27
33816,1,12,4,0,0,0,21.40,3,32,20,43,36,27
33891,3,5,5,0,0,0,21.65,12,28,17,43,36,27
34011,2,3,1,0,0,0,21.71,6,15,4,43,36,27
34101,2,2,1,0,0,0,21.40,5,8,23,43,36,27
34206,3,2,4,0,1,0,21.46,12,10,30,43,36,27
34296,3,2,4,0,1,0,21.46,8,7,10,43,36,27
34417,3,4,3,0,1,0,21.65,8,9,20,43,28,23
34491,2,5,3,0,1,0,21.84,5,10,6,43,28,23
34611,1,5,3,0,1,0,21.59,8,22,22,43,28,23
34716,3,5,3,0,0,1,21.78,12,7,5,43,28,23
34821,4,3,2,0,1,0,21.59,12,10,1,43,28,23
34896,3,3,1,0,1,0,21.65,12,7,6,43,28,23
35016,3,4,2,0,1,0,21.59,10,10,11,43,28,23
35106,3,5,2,0,1,0,21.59,10,25,3,43,28,23
35226,2,7,2,0,1,0,21.59,9,13,6,43,28,23
35301,4,5,4,0,1,0,21.40,13,12,12,43,28,23
35436,1,7,4,0,1,0,21.40,9,16,18,36,53,26
35511,3,4,2,0,1,0,21.78,11,15,15,36,53,26
35616,3,4,2,0,1,0,21.78,17,7,7,36,53,26
35721,3,5,5,0,0,0,21.59,17,20,23,36,53,26
35841,3,1,2,0,1,0,21.40,16,6,11,36,53,26
35916,1,8,6,0,1,0,21.78,14,30,34,36,53,26
36021,3,5,4,0,1,0,21.46,23,52,22,36,53,26
36127,4,5,3,0,1,0,21.78,12,11,18,36,53,26
36231,4,7,6,0,1,0,21.46,32,42,28,36,53,26
36337,6,6,4,0,1,0,21.46,29,15,21,36,53,26
36426,7,7,2,0,1,0,21.46,30,22,19,25,28,23
36531,2,6,2,0,1,0,21.40,15,9,12,25,28,23
36636,4,8,2,0,1,0,21.40,34,17,22,25,28,23
36741,2,7,3,0,1,0,21.59,17,13,19,25,28,23
36846,4,6,5,0,1,0,21.46,20,23,15,25,28,23
36936,2,7,3,0,1,0,21.46,10,11,12,25,28,23
37041,3,7,5,0,1,0,21.40,17,19,26,25,28,23
37146,2,8,4,0,2,0,21.40,4,16,23,25,28,23
37251,4,10,4,0,1,0,21.40,12,40,28,25,28,23
37311,2,10,4,0,1,1,21.78,7,16,14,25,28,23
37461,3,6,4,0,1,0,21.46,12,6,18,23,33,27
37551,1,6,5,0,1,0,21.71,8,25,33,23,33,27
37656,3,3,2,0,1,0,21.40,9,10,14,23,33,27
37716,2,8,4,0,1,0,21.65,11,12,4,23,33,27
37867,1,9,6,0,1,0,21.40,9,26,14,23,33,27
37926,3,8,3,0,1,1,21.78,8,15,19,23,33,27
38076,3,9,4,0,1,0,21.59,4,42,31,23,33,27
38121,4,11,7,0,1,0,21.65,20,29,30,23,33,27
38271,2,9,6,0,1,1,21.40,11,23,33,23,33,27
38316,3,5,2,0,1,0,21.65,11,34,21,23,33,27
38436,3,5,2,0,1,0,21.40,8,9,19,23,28,21
38526,2,7,5,0,1,0,21.65,8,11,16,23,28,21
38647,2,9,2,0,1,0,21.40,6,13,7,23,28,21
38721,5,6,5,0,2,0,21.59,12,20,18,23,28,21
38841,3,6,3,0,1,0,21.46,21,5,13,23,28,21
38931,3,10,3,0,1,0,21.46,23,20,21,23,28,21
39051,3,6,2,0,1,0,21.65,10,28,26,23,28,21
39126,2,6,5,0,0,0,21.46,19,7,17,23,28,21
39246,4,9,8,0,2,0,21.59,8,19,34,23,28,21
39336,3,10,4,0,2,0,21.46,5,23,15,23,28,21
39456,2,10,4,0,0,0,21.40,16,55,22,25,49,23
39532,2,8,3,0,1,1,21.71,11,30,29,25,49,23
39651,6,5,6,0,1,0,21.40,29,57,10,25,49,23
39726,5,8,3,0,0,0,21.59,20,15,16,25,49,23
39846,3,11,5,0,2,0,21.65,16,28,9,25,49,23
39936,6,9,5,0,1,0,21.65,25,12,16,25,49,23
40056,2,8,6,0,2,1,21.71,8,27,40,25,49,23
40146,6,7,0,0,1,1,21.71,17,22,3,25,49,23
40251,3,9,6,0,1,0,21.59,18,8,20,25,49,23
40341,2,7,4,0,2,1,21.40,11,17,23,25,49,23
40461,5,9,5,0,1,0,21.71,17,22,24,26,32,23
40551,2,11,6,0,1,1,21.59,3,18,24,26,32,23
40656,4,12,1,0,2,1,21.65,8,81,24,26,32,23
40746,4,7,3,0,1,1,21.46,20,18,16,26,32,23
40866,2,6,6,0,2,0,21.40,13,6,32,26,32,23
40941,4,6,3,0,1,0,21.40,14,26,6,26,32,23
